round_number,agent_id,agent_group,institution_choice,contribution,prop_of_wealth,wealth_eor,stage1_cap,liquidity_forced_approx,voluntary_zero_approx,reputation,shock_occurred,ldf_payout_round,prev_contribution,prev_prop,prev_reputation,prev_ldf_payout,mentions_coop,mentions_mcpr,mentions_conserve,mentions_free_ride,evidence_id,contribution_reasoning
12,0,developed,SI,0.0,0.0,61198656.26666668,61198656.0,False,True,5.16,0,0.0,48714218.0,1.6499184991867843,5.0,0.0,0,1,1,0,RB-12-A0-contribution,"Based on previous rounds' data, I see that most peers are contributing significantly less than their budget, and my MCPR is relatively low at 0.1333."
12,22,developed,SI,0.0,0.0,93086391.26666668,93086391.0,False,True,5.0,0,0.0,17371414.0,0.282855959336572,5.12,0.0,0,0,0,0,RB-12-A22-contribution,"Based on previous rounds' data, I expect other agents to follow SI strategy and contribute significantly."
13,14,developed,SI,0.0,0.0,114919946.40000002,114919946.0,False,True,5.0,0,0.0,17371414.0,0.2070700987851541,5.0,0.0,0,1,0,0,RB-13-A14-contribution,No contribution is optimal given low marginal return and high vulnerability index.
13,22,developed,SI,0.0,0.0,124117888.40000002,124117888.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,0,0,0,RB-13-A22-contribution,"My contribution is zero because I expect others to follow SI strategy and contribute significantly, as observed in previous rounds."
16,14,developed,SI,0.0,0.0,197608276.2,197608276.0,False,True,4.92,0,0.0,50000000.0,0.3432230385427783,5.0,0.0,0,1,0,1,RB-16-A14-contribution,"Based on low marginal return and high vulnerability index, I choose not to contribute."
16,22,developed,SI,0.0,0.0,186819779.2,186819779.0,False,True,5.0,0,0.0,30000000.0,0.2224019715592773,5.12,0.0,0,1,1,0,RB-16-A22-contribution,No contribution is optimal given the low marginal return to me per unit contributed and the high budget.
17,22,developed,SI,0.0,0.0,260910064.0666667,260910064.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-17-A22-contribution,No contribution is optimal due to low marginal return.
18,18,developed,SI,0.0,0.0,244170583.6,244170583.0,False,True,5.0,0,0.0,33137810.0,0.1676904021946681,5.0,0.0,0,0,0,1,RB-18-A18-contribution,"Based on previous round data, I expect most SI members to contribute significantly, so contributing zero will allow me to free ride and maintain a high cumulative payoff."
19,21,developed,SI,0.0,0.0,295924309.20000005,295924309.0,False,True,5.0,0,0.0,20000000.0,0.08106856028296,5.0,0.0,1,1,0,0,RB-19-A21-contribution,"Based on my internal beliefs and previous round data, I believe cooperation is not beneficial for me this round due to low marginal return."
19,22,developed,SI,0.0,0.0,306690555.20000005,306690555.0,False,True,5.0,0,0.0,50000000.0,0.1941943595241572,1.0,0.0,0,0,0,1,RB-19-A22-contribution,"Based on previous round data and internal beliefs, I expect other developed countries to contribute significantly, so contributing $0 allows me to free ride while still maintaining a good reputation."
20,6,developed,SI,0.0,0.0,249586075.9333333,249586075.0,False,True,5.0,0,0.0,30000000.0,0.1350490065970188,5.0,0.0,0,1,0,0,RB-20-A6-contribution,My contribution is zero due to low marginal return and high vulnerability index.
20,25,developed,SI,0.0,0.0,230430665.9333333,230430665.0,False,True,5.0,0,0.0,30846249.0,0.1519656782113317,5.0,0.0,0,0,1,0,RB-20-A25-contribution,"My current wealth is already high, and I have no reason to contribute more than necessary."
21,6,developed,SI,0.0,0.0,306863788.4666667,306863788.0,False,True,1.36,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-21-A6-contribution,Low marginal return and high vulnerability index make contributing zero a self-interested choice.
22,19,developed,SI,0.0,0.0,318886152.73333335,318886152.0,False,True,5.0,0,0.0,15000000.0,0.0542033074088734,7.28,0.0,0,1,0,0,RB-22-A19-contribution,"Based on my internal beliefs and observed peer data, I conclude that contributing zero is a self-interested choice given the low marginal return and high vulnerability index."
22,24,developed,SI,0.0,0.0,219423727.73333332,219423727.0,False,True,7.88,0,0.0,123456789.0,0.6964199730106493,5.0,0.0,0,1,0,0,RB-22-A24-contribution,"My marginal return to contributing is low due to a high group size and vulnerability index, making it less beneficial for me to contribute."
24,4,developed,SI,0.0,0.0,263818547.2,263818547.0,False,True,5.0,0,0.0,31428571.0,0.1358882386372171,6.2,0.0,0,1,0,1,RB-24-A4-contribution,Free riding is a valid strategy given the high marginal return and low vulnerability index.
24,20,developed,SI,0.0,0.0,268886260.20000005,268886260.0,False,True,5.0,0,0.0,10000000.0,0.0423102673713177,6.92,0.0,0,1,0,1,RB-24-A20-contribution,"The marginal return to me per unit contributed is low, and I expect others to free ride."
26,20,developed,SI,0.0,0.0,369658747.8000001,369658747.0,False,True,5.0,0,0.0,15000000.0,0.0504310238296395,1.0,0.0,0,1,0,1,RB-26-A20-contribution,"Based on my internal beliefs and previous round data, I have observed that many contributors with SI strategy follow a pattern of contributing a significant amount, but also take advantage of free-riding opportunities when marginal return is low."
28,21,developed,SI,0.0,0.0,802367188.9333334,802367188.0,False,True,5.0,0,0.0,25000000.0,0.0355594424000569,5.0,0.0,0,1,0,0,RB-28-A21-contribution,No contribution is optimal given the low marginal return and high vulnerability index.
29,24,developed,SI,0.0,0.0,529187864.53333336,529187864.0,False,True,5.84,0,0.0,50000000.0,0.1451248732767429,5.0,0.0,0,1,0,0,RB-29-A24-contribution,"Based on my internal beliefs and previous round data, I have determined that contributing zero is optimal due to low marginal return and high vulnerability index."
29,25,developed,SI,0.0,0.0,591806765.5333333,591806765.0,False,True,5.12,0,0.0,10000000.0,0.0245609344937413,5.0,0.0,0,0,0,0,RB-29-A25-contribution,"Based on previous round data and internal beliefs, I expect others to follow the SI strategy, so contributing nothing is a rational choice."
