evidence_id,run,source_file,round_number,agent_id,agent_group,institution_choice,kind,action,contribution,reputation,shock_occurred,proposal_round,source_path,text,text_length
RB-05-A4-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,4,developing,SFI,contribution,contribution=0.0,0.0,5.12,1,1,rounds[5].agents[4].contribution_reasoning,"Given low MCPR and no significant pressure to contribute, I choose not to contribute this round.",96
RB-05-A4-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,4,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.12,1,1,rounds[5].agents[4].belief_state.institutional_strategy,"Most peers follow SI, but some deviate.",39
RB-05-A4-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,4,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.12,1,1,rounds[5].agents[4].belief_state.observations,High-contributing agents are mostly from SI.,44
RB-05-A5-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,5,developed,SI,institution,institution_choice=SI,0.0,6.56,1,1,rounds[5].agents[5].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-05-A5-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,5,developed,SI,contribution,contribution=0.0,0.0,6.56,1,1,rounds[5].agents[5].contribution_reasoning,"Given no marginal return to me per unit contributed (MCPR of 0.1333), I choose not to contribute.",97
RB-05-A5-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,5,developed,SI,punishment,assigned_punish_total=170.0,0.0,6.56,1,1,rounds[5].agents[5].punishment_reasoning,"Punishing free-riders who contributed below the group average or stated intent did not match their action, while rewarding generous contributors.",145
RB-05-A5-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,5,developed,SI,deanonymized_punishment,assigned_punish_total=170.0,0.0,6.56,1,1,rounds[5].agents[5].deanonymized_punishment_reasoning,"Punishing free-riders who contributed below the group average or stated intent did not match their action, while rewarding generous contributors.",145
RB-05-A5-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,5,developed,SI,belief_strategy,institution_choice=SI,0.0,6.56,1,1,rounds[5].agents[5].belief_state.institutional_strategy,Most contributors follow a Strict Institutional strategy.,57
RB-05-A5-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,5,developed,SI,belief_observations,institution_choice=SI,0.0,6.56,1,1,rounds[5].agents[5].belief_state.observations,High contributors are mostly following the Strict Institutional strategy.,73
RB-05-A6-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,6,developed,SI,institution,institution_choice=SI,1350000.0,5.24,1,1,rounds[5].agents[6].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-05-A6-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,6,developed,SI,contribution,contribution=1350000.0,1350000.0,5.24,1,1,rounds[5].agents[6].contribution_reasoning,Higher contribution to maximize cumulative payoff and balance self-interest with cooperation.,93
RB-05-A6-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,6,developed,SI,punishment,assigned_punish_total=100.0,1350000.0,5.24,1,1,rounds[5].agents[6].punishment_reasoning,Punishing free-riders and rewarding cooperative agents to promote long-term climate stability and institutional credibility.,124
RB-05-A6-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,6,developed,SI,deanonymized_punishment,assigned_punish_total=100.0,1350000.0,5.24,1,1,rounds[5].agents[6].deanonymized_punishment_reasoning,Punishing free-riders and rewarding cooperative agents to promote long-term climate stability and institutional credibility.,124
RB-05-A6-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,6,developed,SI,belief_strategy,institution_choice=SI,1350000.0,5.24,1,1,rounds[5].agents[6].belief_state.institutional_strategy,Most contributors follow the SI strategy.,41
RB-05-A6-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,6,developed,SI,belief_observations,institution_choice=SI,1350000.0,5.24,1,1,rounds[5].agents[6].belief_state.observations,Low contributors are mostly SFI agents.,39
RB-05-A7-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,7,developing,SFI,institution,institution_choice=SFI,0.0,1.0,1,1,rounds[5].agents[7].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A7-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,7,developing,SFI,contribution,contribution=0.0,0.0,1.0,1,1,rounds[5].agents[7].contribution_reasoning,"Given a low MCPR and no incentive to contribute, I choose not to contribute.",76
RB-05-A7-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,7,developing,SFI,belief_strategy,institution_choice=SFI,0.0,1.0,1,1,rounds[5].agents[7].belief_state.institutional_strategy,Most peers are using the SI strategy.,37
RB-05-A7-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,7,developing,SFI,belief_observations,institution_choice=SFI,0.0,1.0,1,1,rounds[5].agents[7].belief_state.observations,High-contributors are mostly using the SI strategy.,51
RB-05-A8-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,8,developing,SFI,institution,institution_choice=SFI,0.0,1.0,1,1,rounds[5].agents[8].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A8-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,8,developing,SFI,contribution,contribution=0.0,0.0,1.0,1,1,rounds[5].agents[8].contribution_reasoning,"Given low MCPR and no immediate need for resilience, I choose to free-ride this round.",86
RB-05-A8-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,8,developing,SFI,belief_strategy,institution_choice=SFI,0.0,1.0,1,1,rounds[5].agents[8].belief_state.institutional_strategy,Most peers follow SI strategy.,30
RB-05-A8-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,8,developing,SFI,belief_observations,institution_choice=SFI,0.0,1.0,1,1,rounds[5].agents[8].belief_state.observations,High contributers are mostly from SI institution.,49
RB-05-A9-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,9,developing,SFI,institution,institution_choice=SFI,10000.0,5.96,1,1,rounds[5].agents[9].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A9-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,9,developing,SFI,contribution,contribution=10000.0,10000.0,5.96,1,1,rounds[5].agents[9].contribution_reasoning,"High contribution is not necessary for optimal payoff, given MCPR and past contributions.",89
RB-05-A9-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,9,developing,SFI,belief_strategy,institution_choice=SFI,10000.0,5.96,1,1,rounds[5].agents[9].belief_state.institutional_strategy,"Most peers in SI, but some in SFI.",34
RB-05-A9-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,9,developing,SFI,belief_observations,institution_choice=SFI,10000.0,5.96,1,1,rounds[5].agents[9].belief_state.observations,"High contributors in SI, low contributors in SFI.",49
RB-05-A10-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,10,developed,SI,institution,institution_choice=SI,500000.0,1.0,1,1,rounds[5].agents[10].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-05-A10-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,10,developed,SI,contribution,contribution=500000.0,500000.0,1.0,1,1,rounds[5].agents[10].contribution_reasoning,"I'm choosing a moderate contribution to balance self-interest and cooperation, given my high budget and relatively low MCPR.",124
RB-05-A10-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,10,developed,SI,punishment,assigned_punish_total=525132.0,500000.0,1.0,1,1,rounds[5].agents[10].punishment_reasoning,Punished free-riders and rewarded generous contributors while considering internal beliefs and previous-round data.,115
RB-05-A10-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,10,developed,SI,deanonymized_punishment,assigned_punish_total=525132.0,500000.0,1.0,1,1,rounds[5].agents[10].deanonymized_punishment_reasoning,Punished free-riders and rewarded generous contributors while considering internal beliefs and previous-round data.,115
RB-05-A10-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,10,developed,SI,belief_strategy,institution_choice=SI,500000.0,1.0,1,1,rounds[5].agents[10].belief_state.institutional_strategy,"Most peers follow SI, except SFI agents.",40
RB-05-A10-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,10,developed,SI,belief_observations,institution_choice=SI,500000.0,1.0,1,1,rounds[5].agents[10].belief_state.observations,High contributions from Agents 21 and 25.,41
RB-05-A11-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,11,developing,SFI,institution,institution_choice=SFI,30830.0,7.04,1,1,rounds[5].agents[11].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A11-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,11,developing,SFI,contribution,contribution=30830.0,30830.0,7.04,1,1,rounds[5].agents[11].contribution_reasoning,"I followed my institution's recent strategy, SFI, which has contributed a consistent amount.",92
RB-05-A11-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,11,developing,SFI,belief_strategy,institution_choice=SFI,30830.0,7.04,1,1,rounds[5].agents[11].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-05-A11-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,11,developing,SFI,belief_observations,institution_choice=SFI,30830.0,7.04,1,1,rounds[5].agents[11].belief_state.observations,High contributors are mostly from the SI institution.,53
RB-05-A12-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,12,developing,SFI,institution,institution_choice=SFI,14912.0,6.44,1,1,rounds[5].agents[12].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A12-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,12,developing,SFI,contribution,contribution=14912.0,14912.0,6.44,1,1,rounds[5].agents[12].contribution_reasoning,"Contribution is based on previous round's group average, which was 14912.31 million USD.",88
RB-05-A12-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,12,developing,SFI,belief_strategy,institution_choice=SFI,14912.0,6.44,1,1,rounds[5].agents[12].belief_state.institutional_strategy,Most contributors are from SI.,30
RB-05-A12-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,12,developing,SFI,belief_observations,institution_choice=SFI,14912.0,6.44,1,1,rounds[5].agents[12].belief_state.observations,Agent 0 and Agent 4 contributed nothing.,40
RB-05-A13-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,13,developed,SI,institution,institution_choice=SI,1200000.0,4.24,1,1,rounds[5].agents[13].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-05-A13-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,13,developed,SI,contribution,contribution=1200000.0,1200000.0,4.24,1,1,rounds[5].agents[13].contribution_reasoning,Follows previous round's group average contribution and is within my budget to maximize cumulative payoff.,106
RB-05-A13-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,13,developed,SI,punishment,assigned_punish_total=1100.0,1200000.0,4.24,1,1,rounds[5].agents[13].punishment_reasoning,"Punished free-riders and rewarded generous contributors based on current-round data, internal beliefs, and previous-round peer data.",132
RB-05-A13-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,13,developed,SI,deanonymized_punishment,assigned_punish_total=1100.0,1200000.0,4.24,1,1,rounds[5].agents[13].deanonymized_punishment_reasoning,"Punished free-riders and rewarded generous contributors based on current-round data, internal beliefs, and previous-round peer data.",132
RB-05-A13-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,13,developed,SI,belief_strategy,institution_choice=SI,1200000.0,4.24,1,1,rounds[5].agents[13].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-05-A13-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,13,developed,SI,belief_observations,institution_choice=SI,1200000.0,4.24,1,1,rounds[5].agents[13].belief_state.observations,High-contributors are mostly following the SI strategy.,55
RB-05-A14-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,14,developed,SI,institution,institution_choice=SI,880000.0,5.0,1,1,rounds[5].agents[14].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-05-A14-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,14,developed,SI,contribution,contribution=880000.0,880000.0,5.0,1,1,rounds[5].agents[14].contribution_reasoning,"I contributed a significant amount, given my past contributions and the marginal return to me per unit contributed.",115
RB-05-A14-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,14,developed,SI,punishment,assigned_punish_total=6.0,880000.0,5.0,1,1,rounds[5].agents[14].punishment_reasoning,Punished free-riders and rewarded consistently generous contributors.,69
RB-05-A14-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,14,developed,SI,deanonymized_punishment,assigned_punish_total=6.0,880000.0,5.0,1,1,rounds[5].agents[14].deanonymized_punishment_reasoning,Punished free-riders and rewarded consistently generous contributors.,69
RB-05-A14-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,14,developed,SI,belief_strategy,institution_choice=SI,880000.0,5.0,1,1,rounds[5].agents[14].belief_state.institutional_strategy,Most contributors follow the SI strategy.,41
RB-05-A14-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,14,developed,SI,belief_observations,institution_choice=SI,880000.0,5.0,1,1,rounds[5].agents[14].belief_state.observations,High contributors in SI are more successful.,44
RB-05-A15-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,15,developing,SFI,institution,institution_choice=SFI,44795.0,5.0,1,1,rounds[5].agents[15].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A15-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,15,developing,SFI,contribution,contribution=44795.0,44795.0,5.0,1,1,rounds[5].agents[15].contribution_reasoning,"I've chosen to contribute a significant amount based on my previous contributions and the current decision card, taking into account the MCPR of 0.1143.",152
RB-05-A15-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,15,developing,SFI,belief_strategy,institution_choice=SFI,44795.0,5.0,1,1,rounds[5].agents[15].belief_state.institutional_strategy,Most peers are cooperative in SI institutions.,46
RB-05-A15-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,15,developing,SFI,belief_observations,institution_choice=SFI,44795.0,5.0,1,1,rounds[5].agents[15].belief_state.observations,Agent 21 and Agent 25 have high contributions in SI.,52
RB-05-A16-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,16,developed,SI,institution,institution_choice=SI,1200000.0,6.08,1,1,rounds[5].agents[16].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-05-A16-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,16,developed,SI,contribution,contribution=1200000.0,1200000.0,6.08,1,1,rounds[5].agents[16].contribution_reasoning,"I contributed a moderate amount to maintain a balance between cooperation and self-interest, considering my previous contributions and the current decision card.",161
RB-05-A16-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,16,developed,SI,punishment,assigned_punish_total=110.0,1200000.0,6.08,1,1,rounds[5].agents[16].punishment_reasoning,Punished free-riders and rewarded generous contributors based on current-round contributions and stated intent.,111
RB-05-A16-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,16,developed,SI,deanonymized_punishment,assigned_punish_total=110.0,1200000.0,6.08,1,1,rounds[5].agents[16].deanonymized_punishment_reasoning,Punished free-riders and rewarded generous contributors based on current-round contributions and stated intent.,111
RB-05-A16-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,16,developed,SI,belief_strategy,institution_choice=SI,1200000.0,6.08,1,1,rounds[5].agents[16].belief_state.institutional_strategy,Most peers are using the SI strategy.,37
RB-05-A16-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,16,developed,SI,belief_observations,institution_choice=SI,1200000.0,6.08,1,1,rounds[5].agents[16].belief_state.observations,High-contributors are mostly using the SI strategy.,51
RB-05-A17-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,17,developing,SFI,institution,institution_choice=SFI,30830.0,5.0,1,1,rounds[5].agents[17].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A17-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,17,developing,SFI,contribution,contribution=30830.0,30830.0,5.0,1,1,rounds[5].agents[17].contribution_reasoning,"I'll contribute a moderate amount, given my recent contributions and the MCPR.",78
RB-05-A17-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,17,developing,SFI,belief_strategy,institution_choice=SFI,30830.0,5.0,1,1,rounds[5].agents[17].belief_state.institutional_strategy,Most peers contribute significantly to the institution.,55
RB-05-A17-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,17,developing,SFI,belief_observations,institution_choice=SFI,30830.0,5.0,1,1,rounds[5].agents[17].belief_state.observations,"High contributors are mostly from SI, while low contributors are from SFI.",74
RB-05-A18-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,18,developing,SFI,institution,institution_choice=SFI,11800.0,1.0,1,1,rounds[5].agents[18].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A18-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,18,developing,SFI,contribution,contribution=11800.0,11800.0,1.0,1,1,rounds[5].agents[18].contribution_reasoning,"I contribute a moderate amount to balance cooperation and free-riding, considering my recent contributions and peers' actions.",126
RB-05-A18-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,18,developing,SFI,belief_strategy,institution_choice=SFI,11800.0,1.0,1,1,rounds[5].agents[18].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-05-A18-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,18,developing,SFI,belief_observations,institution_choice=SFI,11800.0,1.0,1,1,rounds[5].agents[18].belief_state.observations,High contributors are mostly from the SI institution.,53
RB-05-A19-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,19,developing,SFI,institution,institution_choice=SFI,1069.0,7.16,1,1,rounds[5].agents[19].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A19-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,19,developing,SFI,contribution,contribution=1069.0,1069.0,7.16,1,1,rounds[5].agents[19].contribution_reasoning,"I've chosen to contribute a consistent amount, following my past behavior and considering the current MCPR.",107
RB-05-A19-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,19,developing,SFI,belief_strategy,institution_choice=SFI,1069.0,7.16,1,1,rounds[5].agents[19].belief_state.institutional_strategy,"Most peers in SI, few in SFI.",29
RB-05-A19-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,19,developing,SFI,belief_observations,institution_choice=SFI,1069.0,7.16,1,1,rounds[5].agents[19].belief_state.observations,High contributors mostly in SI.,31
RB-05-A20-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,20,developing,SFI,institution,institution_choice=SFI,1000000.0,4.92,1,1,rounds[5].agents[20].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-05-A20-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,20,developing,SFI,contribution,contribution=1000000.0,1000000.0,4.92,1,1,rounds[5].agents[20].contribution_reasoning,"Maximizing my cumulative payoff by contributing the maximum allowed amount, considering the high MCPR and my institution's history of cooperation.",146
RB-05-A20-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,20,developing,SFI,belief_strategy,institution_choice=SFI,1000000.0,4.92,1,1,rounds[5].agents[20].belief_state.institutional_strategy,SI: High contributions are rewarded.,36
RB-05-A20-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,20,developing,SFI,belief_observations,institution_choice=SFI,1000000.0,4.92,1,1,rounds[5].agents[20].belief_state.observations,"High contributors in SI, low contributors in SFI.",49
RB-05-A21-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,21,developed,SI,institution,institution_choice=SI,6529794.0,5.0,1,1,rounds[5].agents[21].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-05-A21-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,21,developed,SI,contribution,contribution=6529794.0,6529794.0,5.0,1,1,rounds[5].agents[21].contribution_reasoning,Maximal contribution to maximize cumulative payoff,50
RB-05-A21-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,21,developed,SI,punishment,assigned_punish_total=6.0,6529794.0,5.0,1,1,rounds[5].agents[21].punishment_reasoning,Punished free-riders and rewarded cooperative peers with high contributions.,76
RB-05-A21-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,21,developed,SI,deanonymized_punishment,assigned_punish_total=6.0,6529794.0,5.0,1,1,rounds[5].agents[21].deanonymized_punishment_reasoning,Punished free-riders and rewarded cooperative peers with high contributions.,76
